id,code,name,reconcile,user_type_id:id,chart_template_id:id
co_puc_25150502,25150502,Intereses Sobre Cesantias Por Pagar,FALSE,account.data_account_type_current_liabilities,l10n_co_fjsb_conj_chart_template_generic
co_puc_25200502,25200502,Prima De Servicios Por Pagar,FALSE,account.data_account_type_current_liabilities,l10n_co_fjsb_conj_chart_template_generic
co_puc_25250502,25250502,Vacaciones Por Pagar,FALSE,account.data_account_type_current_liabilities,l10n_co_fjsb_conj_chart_template_generic
co_puc_26100502,26100502,Cesantias Por Pagar ,FALSE,account.data_account_type_current_liabilities,l10n_co_fjsb_conj_chart_template_generic
co_puc_26101002,26101002,Intereses Sobre Cesantias Por Pagar,FALSE,account.data_account_type_current_liabilities,l10n_co_fjsb_conj_chart_template_generic
co_puc_26101502,26101502,Vacaciones Por Pagar,FALSE,account.data_account_type_current_liabilities,l10n_co_fjsb_conj_chart_template_generic
co_puc_26102002,26102002,Prima De Servicios Por Pagar,FALSE,account.data_account_type_current_liabilities,l10n_co_fjsb_conj_chart_template_generic
co_puc_26950501,26950501,Provisiones Diversas ,FALSE,account.data_account_type_current_liabilities,l10n_co_fjsb_conj_chart_template_generic
co_puc_28050501,28050501,Anticipo De Clientes,FALSE,account.data_account_type_current_liabilities,l10n_co_fjsb_conj_chart_template_generic
co_puc_28102001,28102001,Depositos Para Garantia De Contratos ,FALSE,account.data_account_type_current_liabilities,l10n_co_fjsb_conj_chart_template_generic
co_puc_28200501,28200501,Otros Pasivos Operacion Conjunta,FALSE,account.data_account_type_current_liabilities,l10n_co_fjsb_conj_chart_template_generic
co_puc_28953001,28953001,Diversos Operaciones Conjuntas,FALSE,account.data_account_type_current_liabilities,l10n_co_fjsb_conj_chart_template_generic
co_puc_28953501,28953501,Cuenta Transitoria,FALSE,account.data_account_type_current_liabilities,l10n_co_fjsb_conj_chart_template_generic
co_puc_28959501,28959501,Otros Pasivos Diversos,FALSE,account.data_account_type_current_liabilities,l10n_co_fjsb_conj_chart_template_generic
co_puc_13050510,13050510,Clientes Nacionales,TRUE,account.data_account_type_receivable,l10n_co_fjsb_conj_chart_template_generic
co_puc_13103005,13103005,Cuentas Corrientes Comerciales ,TRUE,account.data_account_type_receivable,l10n_co_fjsb_conj_chart_template_generic
co_puc_13305005,13305005,Anticipos Y Avances,TRUE,account.data_account_type_receivable,l10n_co_fjsb_conj_chart_template_generic
co_puc_31050501,31050501,Capital Autorizado,FALSE,account.data_account_type_equity,l10n_co_fjsb_conj_chart_template_generic
co_puc_31051001,31051001,Capital Por Suscribir (Db) ,FALSE,account.data_account_type_equity,l10n_co_fjsb_conj_chart_template_generic
co_puc_31051501,31051501,Capital Suscrito Por Cobrar (Db) ,FALSE,account.data_account_type_equity,l10n_co_fjsb_conj_chart_template_generic
co_puc_31150501,31150501,Cuotas O Partes De Interes Social ,FALSE,account.data_account_type_equity,l10n_co_fjsb_conj_chart_template_generic
co_puc_31300501,31300501,Capital De Ppersonas Naturales ,FALSE,account.data_account_type_equity,l10n_co_fjsb_conj_chart_template_generic
co_puc_36050501,36050501,Utilidad Del Ejercicio,FALSE,account.data_account_type_equity,l10n_co_fjsb_conj_chart_template_generic
co_puc_36100501,36100501,Perdida Del Ejercicio,FALSE,account.data_account_type_equity,l10n_co_fjsb_conj_chart_template_generic
co_puc_13551501,13551501,Compras En General 3.5%,FALSE,account.data_account_type_current_assets,l10n_co_fjsb_conj_chart_template_generic
